"Full commodity code","Formatted commodity code","PLS","Duty","Notes","Description"
"8542391100","8542 39 11","80","0.00%","","Multi-component integrated circuits (MCOs)"
"8542391900","8542 39 19","80","0.00%","","Other"
"8542399000","8542 39 90","80","0.00%","","Other"
"8542900000","8542 90","80","0.00%","","Parts"
"8543000000","8543","80","","","Electrical machines and apparatus; having individual functions; not specified or included elsewhere in this chapter"
"8543100000","8543 10","80","0.00%","","Particle accelerators"
"8543200000","8543 20","80","0.00%","","Signal generators"
"8543300000","8543 30","80","","","Machines and apparatus for electroplating; electrolysis or electrophoresis"
"8543304000","8543 30 40","80","0.00%","","Electroplating and electrolysis machines of a kind used solely or principally for the manufacture of printed circuits"
"8543307000","8543 30 70","80","0.00%","","Other"
"8543700000","8543 70","80","","","Other machines and apparatus"
"8543700100","8543 70 01","80","0.00%","","Articles specifically designed for connection to telegraphic or telephonic apparatus or instruments or to telegraphic or telephonic networks"
"8543700200","8543 70 02","80","0.00%","","Microwave amplifiers"
"8543700300","8543 70 03","80","0.00%","","Cordless infrared remote control devices for video game consoles"
"8543700400","8543 70 04","80","","","Digital flight-data recorders"
"8543700410","8543 70 04 10","80","AU","Code reserved for authorised use; the duty rate is specified under regulations made under section 19 of the Taxation (Cross-border Trade) Act 2018","For use in civil aircraft"
"8543700490","8543 70 04 90","80","0.00%","","Other"
"8543700500","8543 70 05","80","0.00%","","Portable battery operated electronic readers for recording and reproducing text; still image or audio file"
"8543700600","8543 70 06","80","0.00%","","Digital signal processing apparatus capable of connecting to a wired or wireless network for the mixing of sound"
"8543700700","8543 70 07","80","0.00%","","Portable interactive electronic education devices primarily designed for children"
"8543700800","8543 70 08","80","0.00%","","Plasma cleaner machines that remove organic contaminants from electron microscopy specimens and specimen holders"
"8543700900","8543 70 09","80","0.00%","","Touch-Sensitive Data Input Devices (so-called touch screens) without display capabilities; for incorporation into apparatus having a display; which function by detecting the presence and location of a touch within the display area"
"8543701000","8543 70 10","80","0.00%","","Electrical machines with translation or dictionary functions"
"8543703000","8543 70 30","80","0.00%","","Aerial amplifiers"
"8543705000","8543 70 50","80","0.00%","","Sunbeds; sunlamps and similar suntanning equipment"
"8543706000","8543 70 60","80","0.00%","","Electric fence energisers"
"8543707000","8543 70 70","80","0.00%","","Electronic cigarettes"
"8543709000","8543 70 90","80","","","Other"
"8543709005","8543 70 90 05","80","AU","Code reserved for authorised use; the duty rate is specified under regulations made under section 19 of the Taxation (Cross-border Trade) Act 2018","Flight recorders; electric synchros and transducers; defrosters and demisters with electric resistors; for use in civil aircraft"
"8543709010","8543 70 90 10","80","0.00%","","Engine pressure indicators; for use in certain types of aircraft"
"8543709015","8543 70 90 15","80","0.00%","","Laminated electrochromic film consisting of:; - two outer layers of polyester;; - a middle layer of acrylic polymer and silicone; and; - two electric connection terminals"
"8543709030","8543 70 90 30","80","0.00%","","Amplifier; consisting of active and passive elements mounted on a printed circuit; contained in a housing"
"8543709033","8543 70 90 33","80","0.00%","","High-frequency amplifier comprising one or more integrated circuits and one or more discrete capacitor chips; whether or not with IPD (integrated passive devices) on a metal flange in a housing"
"8543709034","8543 70 90 34","80","0.00%","","Gallium nitride (GaN) high-frequency amplifier consisting of one or more discrete transistors; one or more discrete capacitor chips; whether or not with IPD (integrated passive devices) on a metal flange in a housing"
"8543709035","8543 70 90 35","80","0.00%","","Radio frequency (RF) modulator; operating with a frequency range of 43 MHz or more but not more than 870 MHz; capable of switching VHF and UHF signals; consisting of active and passive elements mounted on a printed circuit; contained in a housing"
"8543709045","8543 70 90 45","80","0.00%","","Piezo-electric crystal oscillator with a fixed frequency; within a frequency range of 1;8 MHz to 67 MHz; contained in a housing"
"8543709055","8543 70 90 55","80","0.00%","","Opto-electronic circuit comprising one or more light-emitting diodes (LEDs); whether or not equipped with an integrated driving circuit; and one photodiode with amplifier circuit; whether or not with an integrated logic gate arrays circuit or one or more light-emitting diodes and at least 2 photodiodes with an amplifier circuit; whether or not with an integrated logic gate arrays circuit or other integrated circuits; contained in a housing"
"8543709063","8543 70 90 63","80","0.00%","","Voltage controlled frequency generator; consisting of active and passive elements mounted on a printed circuit; contained in a housing with dimensions of not more than 30 x 30 mm"
"8543709080","8543 70 90 80","80","0.00%","","Temperature compensated oscillator; comprising a printed circuit on which are mounted at least a piezo-electric crystal and an adjustable capacitor; contained in a housing"
"8543709085","8543 70 90 85","80","0.00%","","Voltage controlled oscillator (VCO); other than temperature compensated oscillators; consisting of active and passive elements mounted on a printed circuit; contained in a housing"
"8543709095","8543 70 90 95","80","0.00%","","Mobile telephone view and control module comprising of:; - a mains power/ CAN (Controller area network) output socket;; - a Universal Serial Bus (USB) and Audio IN/OUT ports and; - incorporating a video switching device for the interface of smart phone operating systems with the Media Orientated Systems Transport network (MOST);; for use in the manufacture of vehicles of chapter 87"
"8543709099","8543 70 90 99","80","0.00%","","Other"
"8543900000","8543 90","80","0.00%","","Parts"
"8544000000","8544","80","","","Insulated (including enamelled or anodised) wire; cable (including coaxial cable) and other insulated electric conductors; whether or not fitted with connectors; optical fibre cables; made up of individually sheathed fibres; whether or not assembled with electric conductors or fitted with connectors"
"8544110000","","10","","","Winding wire"
"8544110000","8544 11","80","","","Of copper"
"8544111000","8544 11 10","80","0.00%","","Lacquered or enamelled"
"8544119000","8544 11 90","80","0.00%","","Other"
"8544190000","8544 19","80","0.00%","","Other"
"8544200000","8544 20","80","0.00%","","Coaxial cable and other coaxial electric conductors"
"8544300000","8544 30","80","","","Ignition wiring sets and other wiring sets of a kind used in vehicles; aircraft or ships"
"8544300010","8544 30 00 10","80","AU","Code reserved for authorised use; the duty rate is specified under regulations made under section 19 of the Taxation (Cross-border Trade) Act 2018","For use in civil aircraft"
"8544300030","","10","","","Other"
"8544300030","8544 30 00 30","80","0.00%","","Multi-measurement wire harness of a voltage of 5V or more but not more than 90 V capable of measuring some or all of the following;; - a travel speed of not more than 24 km/h; - a motor speed of not more than 4 500 rpm; - hydraulic pressure of not more than 25 Mpa; - mass of not more than 50 metric tonnes; for use in the manufacture of vehicles of heading 8427"
"8544300035","8544 30 00 35","80","0.00%","","Wire harness:; - with an operation voltage of 12 V;; - wrapped in tape or covered in plastic convoluted tubing;; - with 16 or more strand; with all terminals to be tin plated or equipped with connectors;; for use in the manufacture of all-terrain or utility task vehicles"
"8544300040","8544 30 00 40","80","0.00%","","Wire harness of the steering system with an operating voltage of 12 V; equipped with connectors on both sides; having at least 3 plastic anchor clamps for mounting on a motor vehicle steering box"
"8544300060","8544 30 00 60","80","0.00%","","Four-core connecting cable containing two female connectors for the transmission of digital signals from navigation and audio systems to a USB connector; of kind used in the manufacture of goods of Chapter 87"
"8544300070","8544 30 00 70","80","0.00%","","Multi-measurement wire harness:; - of a voltage of 5 V or more but not more than 90 V;; - capable of transmitting information; for use in the manufacture of vehicles of heading 8711"
"8544300085","8544 30 00 85","80","0.00%","","Extension two-core cable with two connectors; containing at least:; - a rubber grommet;; - a metal attachment bracket; of a kind used to connect vehicle speed sensors in the manufacture of vehicles of Chapter 87"
"8544300089","8544 30 00 89","80","0.00%","","Other"
"8544420000","","10","","","Other electric conductors; for a voltage not exceeding 1 000 V"
"8544420000","8544 42","80","","","Fitted with connectors"
"8544421000","8544 42 10","80","0.00%","","Of a kind used for telecommunications"
"8544429000","8544 42 90","80","0.00%","","Other"
"8544490000","8544 49","80","","","Other"
"8544492000","8544 49 20","80","0.00%","","Of a kind used for telecommunications; for a voltage not exceeding 80 V"
"8544499100","","10","","","Other"
"8544499100","8544 49 91","80","0.00%","","Wire and cables; with individual conductor wires of a diameter exceeding 0;51 mm"
"8544499300","","10","","","Other"
"8544499300","8544 49 93","80","0.00%","","For a voltage not exceeding 80 V"
"8544499500","8544 49 95","80","0.00%","","For a voltage exceeding 80 V but less than 1 000 V"
"8544499900","8544 49 99","80","0.00%","","For a voltage of 1 000 V"
"8544600000","8544 60","80","","","Other electric conductors; for a voltage exceeding 1 000 V"
"8544601000","8544 60 10","80","0.00%","","With copper conductors"
"8544609000","8544 60 90","80","0.00%","","With other conductors"
