HS8 (numeric),Description,General framework , General framework Country exclusions,Enhanced framework ,Least developed countries framework ,Transitional Protection Scheme ,,,,,,,,
44083130,SHEETS FOR VENEERING INCL. THOSE OBTAINED BY SLICING LAMINATED WOOD FOR PLYWOOD OR FOR OTHER SIMILAR LAMINATED WOOD AND OTHER WOOD SAWN LENGTHWISE SLICED OR PEELED OF A THICKNESS OF <= 6 MM WHETHER OR NOT SPLICED OF DARK RED MERANTI LIGHT RED MERANTI AND MERANTI BAKAU (EXCL. PLANED SANDED OR END-JOINTED)(2002-2500),0.0%,,0.0%,0%,0%,,,,,,,,
44083915,"SHEETS FOR VENEERING INCL. THOSE OBTAINED BY SLICING LAMINATED WOOD FOR PLYWOOD OR FOR OTHER SIMILAR LAMINATED WOOD AND OTHER WOOD SAWN LENGTHWISE SLICED OR PEELED OF A THICKNESS OF <= 6 MM SANDED OR END-JOINTED WHETHER OR NOT PLANED OF WHITE LAUAN SIPO LIMBA OKOUMÃ‰ OBECHE ACAJOU D'AFRIQUE SAPELLI VIROLA MAHOGANY ""SWIETENIA SPP."" PALISSANDRE DE RIO PALISSANDRE DE PARA AND PALISSANDRE DE ROSE",0.0%,,0.0%,0%,0%,,,,,,,,
44083921,"SHEETS FOR VENEERING INCL. THOSE OBTAINED BY SLICING LAMINATED WOOD FOR PLYWOOD OR FOR OTHER SIMILAR LAMINATED WOOD AND OTHER WOOD SAWN LENGTHWISE SLICED OR PEELED OF A THICKNESS OF <= 6 MM PLANED OF WHITE LAUAN SIPO LIMBA OKOUMÃ‰ OBECHE ACAJOU D'AFRIQUE SAPELLI VIROLA MAHOGANY ""SWIETENIA SPP."" PALISSANDRE DE RIO PALISSANDRE DE PARA AND PALISSANDRE DE ROSE (EXCL. END-JOINTED)(2002-2500)",0.0%,,0.0%,0%,0%,,,,,,,,
44083930,"SHEETS FOR VENEERING INCL. THOSE OBTAINED BY SLICING LAMINATED WOOD FOR PLYWOOD OR FOR OTHER SIMILAR LAMINATED WOOD AND OTHER WOOD SAWN LENGTHWISE SLICED OR PEELED WHETHER OR NOT SPLICED OF A THICKNESS OF <= 6 MM OF WHITE LAUAN SIPO LIMBA OKOUMÃ‰ OBECHE ACAJOU D'AFRIQUE SAPELLI VIROLA MAHOGANY ""SWIETENIA SPP."" PALISSANDRE DE RIO PALISSANDRE DE PARA AND PALISSANDRE DE ROSE (EXCL. PLANED SANDED OR END-JOINTED)",0.0%,,0.0%,0%,0%,,,,,,,,
44083955,"SHEETS FOR VENEERING INCL. THOSE OBTAINED BY SLICING LAMINATED WOOD FOR PLYWOOD OR FOR OTHER SIMILAR LAMINATED WOOD AND OTHER WOOD SAWN LENGTHWISE SLICED OR PEELED OF A THICKNESS OF <= 6 MM PLANED SANDED OR END-JOINTED OF TROPICAL WOOD (EXCL. WHITE LAUAN SIPO LIMBA OKOUME OBECHE ACAJOU D'AFRIQUE SAPELLI VIROLA MAHOGANY ""SWIETENIA SPP."" PALISSANDRE DE RIO PALISSANDRE DE PARA AND PALISSANDRE DE ROSE)(2017-2500)",0.0%,,0.0%,0%,0%,,,,,,,,
44083970,"SMALL BOARDS FOR THE MANUFACTURE OF PENCILS OF A THICKNESS OF <= 6 MM OF TROPICAL WOOD (EXCL. WHITE LAUAN SIPO LIMBA OKOUME OBECHE ACAJOU D'AFRIQUE SAPELLI VIROLA MAHOGANY ""SWIETENIA SPP."" PALISSANDRE DE RIO PALISSANDRE DE PARA AND PALISSANDRE DE ROSE)(2017-2500)",0.0%,,0.0%,0%,0%,,,,,,,,
44083985,"SHEETS FOR VENEERING INCL. THOSE OBTAINED BY SLICING LAMINATED WOOD FOR PLYWOOD OR FOR OTHER SIMILAR LAMINATED WOOD AND OTHER WOOD SAWN LENGTHWISE SLICED OR PEELED WHETHER OR NOT SPLICED OF A THICKNESS OF <= 1 MM OF TROPICAL WOOD (EXCL. WHITE LAUAN SIPO LIMBA OKOUME OBECHE ACAJOU D'AFRIQUE SAPELLI VIROLA MAHOGANY ""SWIETENIA SPP."" PALISSANDRE DE RIO PALISSANDRE DE PARA PALISSANDRE DE ROSE AND PLANED SANDED OR END-JOINTED)(2017-2500)",0.0%,,0.0%,0%,0%,,,,,,,,
44083995,"SHEETS FOR VENEERING INCL. THOSE OBTAINED BY SLICING LAMINATED WOOD FOR PLYWOOD OR FOR OTHER SIMILAR LAMINATED WOOD AND OTHER WOOD SAWN LENGTHWISE SLICED OR PEELED WHETHER OR NOT SPLICED OF A THICKNESS OF > 1 MM BUT <= 6 MM OF TROPICAL WOOD (EXCL. WHITE LAUAN SIPO LIMBA OKOUME OBECHE ACAJOU D'AFRIQUE SAPELLI VIROLA MAHOGANY ""SWIETENIA SPP."" PALISSANDRE DE RIO PALISSANDRE DE PARA PALISSANDRE DE ROSE AND PLANED SANDED OR END-JOINTED)(2017-2500)",0.0%,,0.0%,0%,0%,,,,,,,,
44089015,SHEETS FOR VENEERING INCL. THOSE OBTAINED BY SLICING LAMINATED WOOD FOR PLYWOOD OR FOR OTHER SIMILAR LAMINATED WOOD AND OTHER WOOD SAWN LENGTHWISE SLICED OR PEELED OF A THICKNESS OF <= 6 MM PLANED SANDED OR END-JOINTED (EXCL. TROPICAL AND CONIFEROUS WOOD)(2017-2500),0.0%,,0.0%,0%,0%,,,,,,,,
44089035,SMALL BOARDS FOR THE MANUFACTURE OF PENCILS OF WOOD OF A THICKNESS OF <= 6 MM (EXCL. TROPICAL AND CONIFEROUS WOOD)(2017-2500),0.0%,,0.0%,0%,0%,,,,,,,,
44089085,SHEETS FOR VENEERING INCL. THOSE OBTAINED BY SLICING LAMINATED WOOD FOR PLYWOOD OR FOR OTHER SIMILAR LAMINATED WOOD AND OTHER WOOD SAWN LENGTHWISE SLICED OR PEELED WHETHER OR NOT SPLICED OF A THICKNESS OF <= 1 MM (EXCL. PLANED SANDED OR END-JOINTED AND TROPICAL AND CONIFEROUS WOOD)(2017-2500),0.0%,,0.0%,0%,0%,,,,,,,,
44089095,SHEETS FOR VENEERING INCL. THOSE OBTAINED BY SLICING LAMINATED WOOD FOR PLYWOOD OR FOR OTHER SIMILAR LAMINATED WOOD AND OTHER WOOD SAWN LENGTHWISE SLICED OR PEELED WHETHER OR NOT SPLICED OF A THICKNESS OF > 1 MM (EXCL. PLANED SANDED OR END-JOINTED AND TROPICAL AND CONIFEROUS WOOD)(2017-2500),0.0%,,0.0%,0%,0%,,,,,,,,
44091011,MOULDINGS FOR FRAMES FOR PAINTINGS PHOTOGRAPHS MIRRORS OR SIMILAR OBJECTS OF CONIFEROUS WOOD,0.0%,,0.0%,0%,0%,,,,,,,,
44091018,"CONIFEROUS WOOD INCL. STRIPS AND FRIEZES FOR PARQUET FLOORING NOT ASSEMBLED CONTINUOUSLY SHAPED ""TONGUED GROOVED REBATED CHAMFERED V-JOINTED BEADED MOULDED ROUNDED OR THE LIKE"" ALONG ANY OF ITS EDGES ENDS OR FACES WHETHER OR NOT PLANED SANDED OR END-JOINTED (EXCL. MOULDINGS FOR FRAMES FOR PAINTINGS PHOTOGRAPHS MIRRORS OR SIMILAR OBJECTS)",0.0%,,0.0%,0%,0%,,,,,,,,
44092100,"BAMBOO INCL. STRIPS AND FRIEZES FOR PARQUET FLOORING NOT ASSEMBLED CONTINUOUSLY SHAPED ""TONGUED GROOVED REBATED CHAMFERED V-JOINTED BEADED MOULDED ROUNDED OR THE LIKE"" ALONG ANY OF ITS EDGES ENDS OR FACES WHETHER OR NOT PLANED SANDED OR END-JOINTED",0.0%,,0.0%,0%,0%,,,,,,,,
44092200,"TROPICAL WOOD INCL. STRIPS AND FRIEZES FOR PARQUET FLOORING NOT ASSEMBLED CONTINUOUSLY SHAPED ""TONGUED GROOVED REBATED CHAMFERED V-JOINTED BEADED MOULDED ROUNDED OR THE LIKE"" ALONG ANY OF ITS EDGES ENDS OR FACES WHETHER OR NOT PLANED SANDED OR END-JOINTED",0.0%,,0.0%,0%,0%,,,,,,,,
44092910,MOULDINGS FOR FRAMES FOR PAINTINGS PHOTOGRAPHS MIRRORS OR SIMILAR OBJECTS OF WOOD  (EXCL. CONIFEROUS AND TROPICAL WOOD AND BAMBOO)(2017-2500),0.0%,,0.0%,0%,0%,,,,,,,,
44092991,"BLOCKS STRIPS AND FRIEZES FOR PARQUET OR WOOD BLOCK FLOORING NOT ASSEMBLED  CONTINUOUSLY SHAPED ""TONGUED GROOVED REBATED CHAMFERED V-JOINTED BEADED MOULDED ROUNDED OR THE LIKE"" ALONG ANY OF ITS EDGES ENDS OR FACES WHETHER OR NOT PLANED SANDED OR END-JOINTED OF WOOD (EXCL. CONIFEROUS AND TROPICAL WOOD AND BAMBOO)(2017-2500)",0.0%,,0.0%,0%,0%,,,,,,,,
44092999,"WOOD CONTINUOUSLY SHAPED ""TONGUED GROOVED REBATED CHAMFERED V-JOINTED BEADED MOULDED ROUNDED OR THE LIKE"" ALONG ANY OF ITS EDGES ENDS OR FACES WHETHER OR NOT PLANED SANDED OR END-JOINTED  (EXCL. CONIFEROUS AND TROPICAL WOOD AND BAMBOO AND MOULDINGS FOR FRAMES FOR PAINTINGS PHOTOGRAPHS MIRRORS OR SIMILAR OBJECTS BLOCKS STRIPS AND FRIEZES FOR PARQUET OR WOOD BLOCK FLOORING)(2017-2500)",0.0%,,0.0%,0%,0%,,,,,,,,
44101110,PARTICLE BOARD OF WOOD WHETHER OR NOT AGGLOMERATED WITH RESINS OR OTHER ORGANIC BINDING SUBSTANCES UNWORKED OR NOT FURTHER WORKED THAN SANDED (EXCL. ORIENTED STRAND BOARD AND WAFERBOARD FIBREBOARD AND CELLULAR WOOD PANELS)(2007-2500),0.0%,,0.0%,0%,0%,,,,,,,,
44101130,PARTICLE BOARD OF WOOD WHETHER OR NOT AGGLOMERATED WITH RESINS OR OTHER ORGANIC BINDING SUBSTANCES SURFACE-COVERED WITH MELAMINE-IMPREGNATED PAPER (EXCL. ORIENTED STRAND BOARD AND WAFERBOARD FIBREBOARD AND CELLULAR WOOD PANELS),0.0%,,0.0%,0%,0%,,,,,,,,
44101150,PARTICLE BOARD OF WOOD WHETHER OR NOT AGGLOMERATED WITH RESINS OR OTHER ORGANIC BINDING SUBSTANCES SURFACE-COVERED WITH DECORATIVE LAMINATES OF PLASTICS (EXCL. ORIENTED STRAND BOARD AND WAFERBOARD FIBREBOARD AND CELLULAR WOOD PANELS),0.0%,,0.0%,0%,0%,,,,,,,,
44101190,PARTICLE BOARD OF WOOD WHETHER OR NOT AGGLOMERATED WITH RESINS OR OTHER ORGANIC BINDING SUBSTANCES (EXCL. UNWORKED OR NOT FURTHER WORKED THAN SANDED SURFACE-COVERED WITH MELAMINE-IMPREGNATED PAPER OR WITH DECORATIVE LAMINATES OF PLASTICS ORIENTED STRAND BOARD AND WAFERBOARD FIBREBOARD AND CELLULAR WOOD PANELS)(2007-2500),0.0%,,0.0%,0%,0%,,,,,,,,
44101210,"ORIENTED STRAND ""OSB"" OF WOOD UNWORKED OR NOT FURTHER WORKED THAN SANDED",0.0%,,0.0%,0%,0%,,,,,,,,
44101290,"ORIENTED STRAND BOARD ""OSB"" OF WOOD (EXCL. UNWORKED OR NOT FURTHER WORKED THAN SANDED)",0.0%,,0.0%,0%,0%,,,,,,,,
44101900,WAFERBOARD AND SIMILAR BOARD OF WOOD WHETHER OR NOT AGGLOMERATED WITH RESINS OR OTHER ORGANIC BINDING SUBSTANCES (EXCL. PARTICLE BOARD ORIENTED STRAND BOARD FIBREBOARD AND CELLULAR WOOD PANELS),0.0%,,0.0%,0%,0%,,,,,,,,
44109000,BOARD OF BAGASSE BAMBOO OR CEREAL STRAW PARTICLES OR OTHER LIGNEOUS MATERIALS WHETHER OR NOT AGGLOMERATED WITH RESINS OR OTHER ORGANIC BINDING SUBSTANCES (EXCL. OF WOOD AND FIBREBOARD CELLULAR WOOD PANELS VENEERED PANELS PANELS OF LIGNEOUS MATERIALS AGGLOMERATED WITH CEMENT PLASTER OR OTHER MINERAL BINDERS),0.0%,,0.0%,0%,0%,,,,,,,,
44111210,"MEDIUM DENSITY FIBREBOARD ""MDF"" OF WOOD OF A THICKNESS <=Â 5MM NOT MECHANICALLY WORKED OR SURFACE-COVERED",0.0%,,0.0%,0%,0%,,,,,,,,
44111290,"MEDIUM DENSITY FIBREBOARD ""MDF"" OF WOOD OF A THICKNESS <=Â 5MM MECHANICALLY WORKED OR SURFACE-COVERED",0.0%,,0.0%,0%,0%,,,,,,,,
44111310,"MEDIUM DENSITY FIBREBOARD ""MDF"" OF WOOD OF A THICKNESS >Â 5MM BUT <=Â 9MM NOT MECHANICALLY WORKED OR SURFACE-COVERED",0.0%,,0.0%,0%,0%,,,,,,,,
44111390,"MEDIUM DENSITY FIBREBOARD ""MDF"" OF WOOD OF A THICKNESS >Â 5MM BUT <=Â 9MM MECHANICALLY WORKED OR SURFACE-COVERED",0.0%,,0.0%,0%,0%,,,,,,,,
44111410,"MEDIUM DENSITY FIBREBOARD ""MDF"" OF WOOD OF A THICKNESS >Â 9MM NOT MECHANICALLY WORKED OR SURFACE-COVERED",0.0%,,0.0%,0%,0%,,,,,,,,
44111490,"MEDIUM DENSITY FIBREBOARD ""MDF"" OF WOOD OF A THICKNESS >Â 9MM MECHANICALLY WORKED OR SURFACE-COVERED",0.0%,,0.0%,0%,0%,,,,,,,,
44119210,"FIBREBOARD OF WOOD OR OTHER LIGNEOUS MATERIALS WHETHER OR NOT AGGLOMERATED WITH RESINS OR OTHER ORGANIC BONDING AGENTS OF A DENSITY OF > 08 G/CMÂ³ NOT MECHANICALLY WORKED OR SURFACE-COVERED (EXCL. MEDIUM DENSITY FIBREBOARD ""MDF""",0.0%,,0.0%,0%,0%,,,,,,,,
44119290,"FIBREBOARD OF WOOD OR OTHER LIGNEOUS MATERIALS WHETHER OR NOT AGGLOMERATED WITH RESINS OR OTHER ORGANIC BONDING AGENTS OF A DENSITY OF > 08 G/CMÂ³ MECHANICALLY WORKED OR SURFACE-COVERED (EXCL. MEDIUM DENSITY FIBREBOARD ""MDF""",0.0%,,0.0%,0%,0%,,,,,,,,
44119310,"FIBREBOARD OF WOOD OR OTHER LIGNEOUS MATERIALS WHETHER OR NOT AGGLOMERATED WITH RESINS OR OTHER ORGANIC BONDING AGENTS OF A DENSITY OF > 05 G TO 08 G/CMÂ³ NOT MECHANICALLY WORKED OR SURFACE-COVERED (EXCL. MEDIUM DENSITY FIBREBOARD ""MDF""",0.0%,,0.0%,0%,0%,,,,,,,,
44119390,"FIBREBOARD OF WOOD OR OTHER LIGNEOUS MATERIALS WHETHER OR NOT AGGLOMERATED WITH RESINS OR ORGANIC BONDING AGENTS OF A DENSITY OF > 05 G TO 08 G/CMÂ³ MECHANICALLY WORKED OR SURFACE-COVERED (EXCL. MEDIUM DENSITY FIBREBOARD ""MDF""",0.0%,,0.0%,0%,0%,,,,,,,,
44119410,FIBREBOARD OF WOOD OR OTHER LIGNEOUS MATERIALS WHETHER OR NOT AGGLOMERATED WITH RESINS OR OTHER ORGANIC BONDING AGENTS OF A DENSITY OF <= 05 G/CMÂ³ (EXCL. MECHANICALLY WORKED OR SURFACE-COVERED,0.0%,,0.0%,0%,0%,,,,,,,,
44119490,"FIBREBOARD OF WOOD OR OTHER LIGNEOUS MATERIALS WHETHER OR NOT AGGLOMERATED WITH RESINS OR OTHER ORGANIC BONDING AGENTS WITH A DENSITY OF <= 05 G/CMÂ³ MECHANICALLY WORKED OR SURFACE-COVERED (EXCL. MEDIUM DENSITY FIBREBOARD ""MDF""",0.0%,,0.0%,0%,0%,,,,,,,,
44121000,PLYWOOD VENEERED PANEL AND SIMILAR LAMINATED WOOD OF BAMBOO NOT CONTAINING PARTICLE BOARD AND WITHOUT BLOCKBOARD LAMINBOARD OR BATTENBOARD (EXCL. SHEETS OF COMPRESSED WOOD CELLULAR WOOD PANELS PARQUET PANELS OR SHEETS INLAID WOOD AND SHEETS IDENTIFIABLE AS FURNITURE COMPONENTS),0.0%,,0.0%,0%,0%,,,,,,,,
44123110,"PLYWOOD CONSISTING SOLELY OF SHEETS OF WOOD <= 6 MM THICK WITH AT LEAST ONE OUTER PLY OF ONE THE FOLLOWING: DARK RED MERANTI LIGHT RED MERANTI WHITE LAUAN SIPO LIMBA OBECHE OKOUMÃ‰ ACAJOU D'AFRIQUE SAPELLI VIROLA MAHOGANY ""SWIETENIA SPP."" PALISSANDRE DE RIO PALISSANDRE DE PARA OR PALISSANDRE DE ROSE (EXCL. SHEETS OF COMPRESSED WOOD CELLULAR WOOD PANELS INLAID WOOD AND SHEETS IDENTIFIABLE AS FURNITURE COMPONENTS)",0.0%,,0.0%,0%,0%,,,,,,,,
44123190,"PLYWOOD CONSISTING SOLELY OF SHEETS OF WOOD <= 6 MM THICK WITH AT LEAST ONE OUTER PLY OF TROPICAL WOOD (EXCL. WITH AN OUTER PLY OF OKOUME DARK RED MERANTI LIGHT RED MERANTI WHITE LAUAN SIPO LIMBA OBECHE ACAJOU D'AFRIQUE SAPELLI VIROLA MAHOGANY ""SWIETENIA SPP."" PALISSANDRE DE RIO PALISSANDRE DE PARA OR PALISSANDRE DE ROSE SHEETS OF COMPRESSED WOOD CELLULAR WOOD PANELS INLAID WOOD AND SHEETS IDENTIFIABLE AS FURNITURE COMPONENTS)(2017-2500)",0.0%,,0.0%,0%,0%,,,,,,,,
44123300,PLYWOOD CONSISTING SOLELY OF SHEETS OF WOOD <= 6 MM THICK WITH AT LEAST ONE OUTER PLY OF NON-CONIFEROUS WOOD OF THE SPECIES ALDER ASH BEECH BIRCH CHERRY CHESTNUT ELM EUCALYPTUS HICKORY HORSE CHESTNUT LIME MAPLE OAK PLANE TREE POPLAR ASPEN ROBINIA TULIPWOOD OR WALNUT (EXCL. OF BAMBOO WITH AN OUTER PLY OF TROPICAL WOOD AND SHEETS OF COMPRESSED WOOD CELLULAR WOOD PANELS INLAID WOOD AND SHEETS IDENTIFIABLE AS FURNITURE COMPONENTS),0.0%,,0.0%,0%,0%,,,,,,,,
44123400,PLYWOOD CONSISTING SOLELY OF SHEETS OF WOOD <= 6 MM THICK WITH AT LEAST ONE OUTER PLY OF NON-CONIFEROUS WOOD (EXCL. OF BAMBOO WITH AN OUTER PLY OF TROPICAL WOOD OR OF ALDER ASH BEECH BIRCH CHERRY CHESTNUT ELM EUCALYPTUS HICKORY HORSE CHESTNUT LIME MAPLE OAK PLANE TREE POPLAR ASPEN ROBINIA TULIPWOOD OR WALNUT AND SHEETS OF COMPRESSED WOOD CELLULAR WOOD PANELS INLAID WOOD AND SHEETS IDENTIFIABLE AS FURNITURE COMPONENTS),0.0%,,0.0%,0%,0%,,,,,,,,
44123900,PLYWOOD CONSISTING SOLELY OF SHEETS OF WOOD <= 6 MM THICK (EXCL. OF BAMBOO PLYWOOD OF SUBHEADINGS 4412.31 AND 4412.32,0.0%,,0.0%,0%,0%,,,,,,,,
44129410,LAMINATED WOOD WITH AT LEAST ONE OUTER PLY OF NON-CONIFEROUS WOOD AND CONTAINING BLOCKBOARD LAMINBOARD OR BATTENBOARD (EXCL. OF BAMBOO PLYWOOD CONSISTING SOLELY OF SHEETS OF WOOD <= 6 MM THICK SHEETS OF COMPRESSED WOOD INLAID WOOD AND SHEETS IDENTIFIABLE AS FURNITURE COMPONENTS),0.0%,,0.0%,0%,0%,,,,,,,,
44129490,LAMINATED WOOD AS BLOCKBOARD LAMINBOARD OR BATTENBOARD (EXCL. OF BAMBOO SUCH WITH AT LEAST ONE OUTER PLY OF NON-CONIFEROUS WOOD PLYWOOD CONSISTING SOLELY OF SHEETS OF WOOD <= 6 MM THICK SHEETS OF COMPRESSED WOOD CELLULAR WOOD PANELS INLAID WOOD AND SHEETS IDENTIFIABLE AS FURNITURE COMPONENTS),0.0%,,0.0%,0%,0%,,,,,,,,
44129930,VENEERED PANELS AND SIMILAR LAMINATED WOOD WITH AT LEAST ONE LAYER OF PARTICLE BOARD WITHOUT BLOCKBOARD LAMINBOARD OR BATTENBOARD (EXCL. OF BAMBOO PLYWOOD CONSISTING SOLELY OF SHEETS OF WOOD <= 6 MM THICK SHEETS OF COMPRESSED WOOD CELLULAR WOOD PANELS INLAID WOOD AND SHEETS IDENTIFIABLE AS FURNITURE COMPONENTS),0.0%,,0.0%,0%,0%,,,,,,,,
44129940,VENEERED PANELS AND SIMILAR LAMINATED WOOD WITH AT LEAST ONE OUTER PLY OF ALDER  ASH BEECH BIRCH CHERRY CHESTNUT ELM HICKORY HORNBEAM HORSE CHESTNUT LIME MAPLE OAK PLANE TREE POPLAR ROBINIA WALNUT OR YELLOW POPLAR NOT CONTAINING LAYERS OF PARTICLE BOARD AND WITHOUT BLOCKBOARD LAMINBOARD OR BATTENBOARD (EXCL. PLYWOOD CONSISTING SOLELY OF SHEETS OF WOOD <= 6 MM THICK SHEETS OF COMPRESSED WOOD CELLULAR WOOD PANELS INLAID WOOD AND SHEETS IDENTIFIABLE AS FURNITURE COMPONENTS),0.0%,,0.0%,0%,0%,,,,,,,,
44129950,VENEERED PANELS AND SIMILAR LAMINATED WOOD WITH AT LEAST ONE OUTER PLY OF NON-CONIFEROUS WOOD NOT CONTAINING LAYERS OF PARTICLE BOARD AND WITHOUT BLOCKBOARD LAMINBOARD OR BATTENBOARD (EXCL. OF ALDER  ASH BEECH BIRCH CHERRY CHESTNUT ELM HICKORY HORNBEAM HORSE CHESTNUT LIME MAPLE OAK PLANE TREE POPLAR ROBINIA WALNUT OR YELLOW POPLAR PLYWOOD CONSISTING SOLELY OF SHEETS OF WOOD <= 6 MM THICK SHEETS OF COMPRESSED WOOD CELLULAR WOOD PANELS INLAID WOOD AND SHEETS IDENTIFIABLE AS FURNITURE COMPONENTS),0.0%,,0.0%,0%,0%,,,,,,,,
44129985,VENEERED PANELS AND SIMILAR LAMINATED WOOD NOT CONTAINING LAYERS OF PARTICLE BOARD AND WITHOUT BLOCKBOARD LAMINBOARD OR BATTENBOARD (EXCL. THOSE CONTAINING AT LEAST ONE OUTER PLY OF NON-CONIFEROUS WOOD OF BAMBOO PLYWOOD CONSISTING SOLELY OF SHEETS OF WOOD <= 6 MM THICK SHEETS OF COMPRESSED WOOD CELLULAR WOOD PANELS INLAID WOOD AND SHEETS IDENTIFIABLE AS FURNITURE COMPONENTS),0.0%,,0.0%,0%,0%,,,,,,,,
44130000,METALLISED WOOD AND OTHER DENSIFIED WOOD IN BLOCKS PLATES STRIPS OR PROFILE SHAPES,0.0%,,0.0%,0%,0%,,,,,,,,
44140010,"WOODEN FRAMES FOR PAINTINGS PHOTOGRAPHS MIRRORS OR SIMILAR OBJECTS OF TROPICAL WOOD ""OKOUMÃ‰ OBECHE SAPELLI SIPO ACAJOU D'AFRIQUE MAKORÃ‰ IROKO TIAMA MANSONIA ILOMBA DIBÃ‰TOU LIMBA AZOBÃ‰ DARK RED MERANTI LIGHT RED MERANTI MERANTI BAKAU WHITE LAUAN WHITE MERANTI WHITE SERAYA YELLOW MERANTI ALAN KERUING RAMIN KAPUR TEAK JONGKONG MERBAU JELUTONG KEMPAS VIROLA MAHOGANY ""SWIETENIA SPP."" IMBUIA BALSA PALISSANDRE DE RIO PALISSANDRE DU BRÃ‰SIL AND PALISSANDRE DE ROSE""",0.0%,,0.0%,0%,0%,,,,,,,,
44140090,"WOODEN FRAMES FOR PAINTINGS PHOTOGRAPHS MIRRORS OR SIMILAR OBJECTS (EXCL. OF TROPICAL WOOD ""OKOUMÃ‰ OBECHE SAPELLI SIPO ACAJOU D'AFRIQUE MAKORÃ‰ IROKO TIAMA MANSONIA ILOMBA DIBÃ‰TOU LIMBA AZOBÃ‰ DARK RED MERANTI LIGHT RED MERANTI MERANTI BAKAU WHITE LAUAN WHITE MERANTI WHITE SERAYA YELLOW MERANTI ALAN KERUING RAMIN KAPUR TEAK JONGKONG MERBAU JELUTONG KEMPAS VIROLA MAHOGANY {SWIETENIA SPP.} IMBUIA BALSA PALISSANDRE DE RIO PALISSANDRE DU BRÃ‰SIL AND PALISSANDRE DE ROSE"")",0.0%,,0.0%,0%,0%,,,,,,,,
44151010,CASES BOXES CRATES DRUMS AND SIMILAR PACKINGS OF WOOD,0.0%,,0.0%,0%,0%,,,,,,,,
44151090,CABLE DRUMS OF WOOD,0.0%,,0.0%,0%,0%,,,,,,,,
44152020,PALLETS AND PALLET COLLARS OF WOOD,0.0%,,0.0%,0%,0%,,,,,,,,
44152090,BOX PALLETS AND OTHER LOAD BOARDS OF WOOD (EXCL. CONTAINERS SPECIALLY DESIGNED AND EQUIPPED FOR ONE OR MORE MODES OF TRANSPORT,0.0%,,0.0%,0%,0%,,,,,,,,
44160000,CASKS BARRELS VATS TUBS AND OTHER COOPERS' PRODUCTS PARTS THEREOF OF WOOD INCL. STAVES,0.0%,,0.0%,0%,0%,,,,,,,,
44170000,TOOLS TOOL BODIES TOOL HANDLES BROOM OR BRUSH BODIES AND HANDLES OF WOOD,0.0%,,0.0%,0%,0%,,,,,,,,
44181010,"WINDOWS AND FRENCH WINDOWS AND THEIR FRAMES OF OKOUMÃ‰ OBECHE SAPELLI SIPO ACAJOU D'AFRIQUE MAKORÃ‰ IROKO TIAMA MANSONIA ILOMBA DIBÃ‰TOU LIMBA AZOBÃ‰ DARK RED MERANTI LIGHT RED MERANTI MERANTI BAKAU WHITE LAUAN WHITE MERANTI WHITE SERAYA YELLOW MERANTI ALAN KERUING RAMIN KAPUR TEAK JONGKONG MERBAU JELUTONG KEMPAS VIROLA MAHOGANY ""SWIETENIA SPP."" IMBUIA BALSA PALISSANDRE DE RIO PALISSANDRE DE PARA AND PALISSANDRE DE ROSE",0.0%,,0.0%,0%,0%,,,,,,,,
44181050,WINDOWS AND FRENCH WINDOWS AND THEIR FRAMES OF CONIFEROUS WOOD,0.0%,,0.0%,0%,0%,,,,,,,,
44181090,"WINDOWS AND FRENCH WINDOWS AND THEIR FRAMES OF WOOD (EXCL. OKOUMÃ‰ OBECHE SAPELLI SIPO ACAJOU D'AFRIQUE MAKORÃ‰ IROKO TIAMA MANSONIA ILOMBA DIBÃ‰TOU LIMBA AZOBÃ‰ DARK RED MERANTI LIGHT RED MERANTI MERANTI BAKAU WHITE LAUAN WHITE MERANTI WHITE SERAYA YELLOW MERANTI ALAN KERUING RAMIN KAPUR TEAK JONGKONG MERBAU JELUTONG KEMPAS VIROLA MAHOGANY ""SWIETENIA SPP."" IMBUIA BALSA PALISSANDRE DE RIO PALISSANDRE DE PARA AND PALISSANDRE DE ROSE AND CONIFEROUS WOOD)",0.0%,,0.0%,0%,0%,,,,,,,,
44182010,"DOORS AND THEIR FRAMES AND THRESHOLDS OF OKOUMÃ‰ OBECHE SAPELLI SIPO ACAJOU D'AFRIQUE MAKORÃ‰ IROKO TIAMA MANSONIA ILOMBA DIBÃ‰TOU LIMBA AZOBÃ‰ DARK RED MERANTI LIGHT RED MERANTI MERANTI BAKAU WHITE LAUAN WHITE MERANTI WHITE SERAYA YELLOW MERANTI ALAN KERUING RAMIN KAPUR TEAK JONGKONG MERBAU JELUTONG KEMPAS VIROLA MAHOGANY ""SWIETENIA SPP."" IMBUIA BALSA PALISSANDRE DE RIO PALISSANDRE DE PARA AND PALISSANDRE DE ROSE",0.0%,,0.0%,0%,0%,,,,,,,,
44182050,DOORS AND THEIR FRAMES AND THRESHOLDS OF CONIFEROUS WOOD,0.0%,,0.0%,0%,0%,,,,,,,,
